City;Zip_Code;Kraj;Weight;Country
Domašov nad Bystřicí;78306;Olomoucký;0.03;Czechia
Domašov u Šternberka;78501;Olomoucký;0.03;Czechia
Domaželice;75115;Olomoucký;0.03;Czechia
Domoušice;43968;Ústecký;0.03;Czechia
Doňov;37821;Jihočeský;0.03;Czechia
Doubek;25101;Středočeský;0.03;Czechia
Doubice;40747;Ústecký;0.03;Czechia
Doubrava;73533;Moravskoslezský;0.03;Czechia
Doubravčice;28201;Středočeský;0.03;Czechia
Doubravice;54451;Královéhradecký;0.03;Czechia
Doubravice;38735;Jihočeský;0.03;Czechia
Doubravice;37006;Jihočeský;0.03;Czechia
Doubravička;29430;Středočeský;0.03;Czechia
Doubravy;76345;Zlínský;0.03;Czechia
Doudleby;37007;Jihočeský;0.03;Czechia
Doupovské Hradiště;36272;Karlovarský;0.03;Czechia
Drachkov;38601;Jihočeský;0.03;Czechia
Drahanovice;78344;Olomoucký;0.03;Czechia
Drahelčice;25219;Středočeský;0.03;Czechia
Drahenice;26285;Středočeský;0.03;Czechia
Drahlín;26101;Středočeský;0.03;Czechia
Drahňovice;25726;Středočeský;0.03;Czechia
Drahobudice;28144;Středočeský;0.03;Czechia
Drahobuz;41145;Ústecký;0.03;Czechia
Drahonice;38901;Jihočeský;0.03;Czechia
Drahonín;59261;Jihomoravský;0.03;Czechia
Drahotěšice;37341;Jihočeský;0.03;Czechia
Drahotín;34522;Plzeňský;0.03;Czechia
Drahov;39181;Jihočeský;0.03;Czechia
Dražeň;33101;Plzeňský;0.03;Czechia
Draženov;34401;Plzeňský;0.03;Czechia
Dražice;39131;Jihočeský;0.03;Czechia
Dražíč;37501;Jihočeský;0.03;Czechia
Drážov;38719;Jihočeský;0.03;Czechia
Dražovice;68301;Jihomoravský;0.03;Czechia
Dražovice;34201;Plzeňský;0.03;Czechia
Dražůvky;69633;Jihomoravský;0.03;Czechia
Drevníky;26301;Středočeský;0.03;Czechia
Drhovice;39131;;0.03;Czechia
Drhovle;39701;Jihočeský;0.03;Czechia
Drhovy;26301;Středočeský;0.03;Czechia
Drmoul;35301;Karlovarský;0.03;Czechia
Drnek;27377;Středočeský;0.03;Czechia
Drnovice;68304;Jihomoravský;0.03;Czechia
Drnovice;76325;Zlínský;0.03;Czechia
Drnovice;67976;Jihomoravský;0.03;Czechia
Drobovice;28601;Středočeský;0.03;Czechia
Droužkovice;43144;Ústecký;0.03;Czechia
Drozdov;26761;Středočeský;0.03;Czechia
Drozdov;78901;Olomoucký;0.03;Czechia
Drslavice;68733;Zlínský;0.03;Czechia
Druztová;33007;Plzeňský;0.03;Czechia
Družec;27362;Středočeský;0.03;Czechia
Drysice;68321;Jihomoravský;0.03;Czechia
Držkov;46824;Liberecký;0.03;Czechia
Držková;76319;Zlínský;0.03;Czechia
Držovice;79607;Olomoucký;0.03;Czechia
Dřenice;53701;Pardubický;0.03;Czechia
Dřešín;38719;Jihočeský;0.03;Czechia
Dřetovice;27342;Středočeský;0.03;Czechia
Dřevčice;25001;Středočeský;0.03;Czechia
Dřevěnice;50713;Královéhradecký;0.03;Czechia
Dřevnovice;79826;Olomoucký;0.03;Czechia
Dřínov;76833;Zlínský;0.03;Czechia
Dřínov;27745;Středočeský;0.03;Czechia
Dřínov;27371;Středočeský;0.03;Czechia
Dřísy;27714;Středočeský;0.03;Czechia
Dříteč;53305;Pardubický;0.03;Czechia
Dříteň;37351;Jihočeský;0.03;Czechia
Dubany;53002;Pardubický;0.03;Czechia
Dubčany;78322;Olomoucký;0.03;Czechia
Dubenec;26101;Středočeský;0.03;Czechia
Dubenec;54455;Královéhradecký;0.03;Czechia
Dubicko;78972;Olomoucký;0.03;Czechia
Dubičné;37371;Jihočeský;0.03;Czechia
Dublovice;26251;Středočeský;0.03;Czechia
Dubné;37384;Jihočeský;0.03;Czechia
Dubnice;47126;Liberecký;0.03;Czechia
Dubnice;47126;Liberecký;0.03;Czechia
Dubno;26101;Středočeský;0.03;Czechia
Dunajovice;37901;Jihočeský;0.03;Czechia
Dunice;25768;Středočeský;0.03;Czechia
Dušníky;41301;Ústecký;0.03;Czechia
Dvakačovice;53862;Pardubický;0.03;Czechia
Dvorce;79368;Moravskoslezský;0.03;Czechia
Dvory;28802;Středočeský;0.03;Czechia
Dvory;38301;Jihočeský;0.03;Czechia
Dvory nad Lužnicí;37808;Jihočeský;0.03;Czechia
Dyjákovice;67126;Jihomoravský;0.03;Czechia
Dyje;66902;Jihomoravský;0.03;Czechia
Dymokury;28901;Středočeský;0.03;Czechia
Dynín;37364;Jihočeský;0.03;Czechia
Dýšina;33002;Plzeňský;0.03;Czechia
Dzbel;79853;Olomoucký;0.03;Czechia
Džbánice;67171;Jihomoravský;0.03;Czechia
Džbánov;56601;Pardubický;0.03;Czechia
Ejpovice;33701;Plzeňský;0.03;Czechia
Erpužice;34901;Plzeňský;0.03;Czechia
Felbabka;26801;Středočeský;0.03;Czechia
Frahelž;37901;Jihočeský;0.03;Czechia
Francova Lhota;75614;Zlínský;0.03;Czechia
Františkov nad Ploučnicí;40723;Ústecký;0.03;Czechia
Fryčovice;73945;Moravskoslezský;0.03;Czechia
Fryčovice;73945;Moravskoslezský;0.03;Czechia
Fryčovice;73945;Moravskoslezský;0.03;Czechia
Frýdštejn;46342;Liberecký;0.03;Czechia
Frymburk;34201;Plzeňský;0.03;Czechia
Grešlové Mýto;67156;Jihomoravský;0.03;Czechia
Gruna;57101;Pardubický;0.03;Czechia
Grunta;28002;Středočeský;0.03;Czechia
Grygov;78373;Olomoucký;0.03;Czechia
Grymov;75121;Olomoucký;0.03;Czechia
Habartice;46373;Liberecký;0.03;Czechia
Habrovany;68301;Jihomoravský;0.03;Czechia
Habrovany;40002;Ústecký;0.03;Czechia
Habrůvka;67905;Jihomoravský;0.03;Czechia
Habří;37384;Jihočeský;0.03;Czechia
Habřina;50303;Královéhradecký;0.03;Czechia
Hačky;79855;Olomoucký;0.03;Czechia
Hadravova Rosička;37842;Jihočeský;0.03;Czechia
Háj u Duchcova;41722;Ústecký;0.03;Czechia
Háj ve Slezsku;74792;Moravskoslezský;0.03;Czechia
Hajany;38801;Jihočeský;0.03;Czechia
Hajany;66443;Jihomoravský;0.03;Czechia
Háje nad Jizerou;51301;Liberecký;0.03;Czechia
Hájek;36301;Karlovarský;0.03;Czechia
Hájek;38773;Jihočeský;0.03;Czechia
Hajnice;54466;Královéhradecký;0.03;Czechia
Halenkov;75603;Zlínský;0.03;Czechia
Halenkovice;76363;Zlínský;0.03;Czechia
Haluzice;76324;Zlínský;0.03;Czechia
Halže;34701;Plzeňský;0.03;Czechia
Hamr na Jezeře;47128;Liberecký;0.03;Czechia
Hamry;34022;Plzeňský;0.03;Czechia
Hamry;53901;Pardubický;0.03;Czechia
Haňovice;78321;Olomoucký;0.03;Czechia
Hartinkov;56943;Pardubický;0.03;Czechia
Hartmanice;37365;Jihočeský;0.03;Czechia
Hartmanice;56992;Pardubický;0.03;Czechia
Hať;74716;Moravskoslezský;0.03;Czechia
Hatín;37701;Jihočeský;0.03;Czechia
Havlovice;54232;Královéhradecký;0.03;Czechia
Havraň;43501;Ústecký;0.03;Czechia
Havraníky;66902;Jihomoravský;0.03;Czechia
Hazlov;35132;Karlovarský;0.03;Czechia
Hejná;34101;Plzeňský;0.03;Czechia
Hejnice;56401;Pardubický;0.03;Czechia
Hejtmánkovice;55001;Královéhradecký;0.03;Czechia
Helvíkovice;56401;Pardubický;0.03;Czechia
Herink;25101;Středočeský;0.03;Czechia
Heroltice;66601;Jihomoravský;0.03;Czechia
Heršpice;68401;Jihomoravský;0.03;Czechia
Heřmaň;39811;Jihočeský;0.03;Czechia
Heřmaň;37007;Jihočeský;0.03;Czechia
Heřmaneč;37853;Jihočeský;0.03;Czechia
Heřmanice;46401;Liberecký;0.03;Czechia
Heřmanice;55212;Královéhradecký;0.03;Czechia
Heřmanice u Oder;74235;Moravskoslezský;0.03;Czechia
Heřmaničky;25789;Středočeský;0.03;Czechia
Heřmánkovice;54984;Královéhradecký;0.03;Czechia
Heřmánky;74235;Moravskoslezský;0.03;Czechia
Heřmanov;40502;Ústecký;0.03;Czechia
Heřmanova Huť;33024;Plzeňský;0.03;Czechia
Heřmanovice;79374;Moravskoslezský;0.03;Czechia
Hevlín;67169;Jihomoravský;0.03;Czechia
Hladké Životice;74247;Moravskoslezský;0.03;Czechia
Hlásná Třebaň;26718;Středočeský;0.03;Czechia
Hlásnice;78501;Olomoucký;0.03;Czechia
Hlavatce;39173;Jihočeský;0.03;Czechia
Hlavatce;37348;Jihočeský;0.03;Czechia
Hlavečník;53315;Pardubický;0.03;Czechia
Hlavice;46348;Liberecký;0.03;Czechia
Hlavnice;74752;Moravskoslezský;0.03;Czechia
Hlavňovice;34142;Plzeňský;0.03;Czechia
Hlína;66491;Jihomoravský;0.03;Czechia
Hlincová Hora;37371;Jihočeský;0.03;Czechia
Hlinka;79399;Moravskoslezský;0.03;Czechia
Hlinná;41201;Ústecký;0.03;Czechia
Hlinsko;75131;Olomoucký;0.03;Czechia
Hlohová;34561;Plzeňský;0.03;Czechia
Hlohovčice;34561;Plzeňský;0.03;Czechia
Hlohovec;69143;Jihomoravský;0.03;Czechia
Hlohovice;33808;Plzeňský;0.03;Czechia
Hlubočany;68201;Jihomoravský;0.03;Czechia
Hlubočec;74769;Moravskoslezský;0.03;Czechia
Hlubočky;78361;Olomoucký;0.03;Czechia
Hluboká;53973;Pardubický;0.03;Czechia
Hluboké Dvory;67923;Jihomoravský;0.03;Czechia
Hluboké Mašůvky;67152;Jihomoravský;0.03;Czechia
Hluboš;26222;Středočeský;0.03;Czechia
Hlubyně;26272;Středočeský;0.03;Czechia
Hluchov;79841;Olomoucký;0.03;Czechia
Hlupín;38601;Jihočeský;0.03;Czechia
Hlušice;50356;Královéhradecký;0.03;Czechia
Hlušovice;78314;Olomoucký;0.03;Czechia
Hnačov;34034;Plzeňský;0.03;Czechia
Hnanice;66902;Jihomoravský;0.03;Czechia
Hnátnice;56101;Pardubický;0.03;Czechia
Hněvčeves;50315;Královéhradecký;0.03;Czechia
Hněvošice;74735;Moravskoslezský;0.03;Czechia
Hněvotín;78347;Olomoucký;0.03;Czechia
Hnojice;78501;Olomoucký;0.03;Czechia
Hnojník;73953;Moravskoslezský;0.03;Czechia
Hobšovice;27321;Středočeský;0.03;Czechia
Hodějice;68401;Jihomoravský;0.03;Czechia
Hodonice;67125;Jihomoravský;0.03;Czechia
Hodonín;67975;Jihomoravský;0.03;Czechia
Hodonín;53825;Pardubický;0.03;Czechia
Hodslavice;74271;Moravskoslezský;0.03;Czechia
Holasice;66461;Jihomoravský;0.03;Czechia
Holasovice;74774;Moravskoslezský;0.03;Czechia
Holčovice;79371;Moravskoslezský;0.03;Czechia
Holedeč;43801;Ústecký;0.03;Czechia
Holenice;50601;Liberecký;0.03;Czechia
Holetín;53971;Pardubický;0.03;Czechia
Holín;50601;Královéhradecký;0.03;Czechia
Holotín;53501;Pardubický;0.03;Czechia
Holoubkov;33801;Plzeňský;0.03;Czechia
Holovousy;50801;Královéhradecký;0.03;Czechia
Holovousy;33141;Plzeňský;0.03;Czechia
Holštejn;67913;Jihomoravský;0.03;Czechia
Holubice;68351;Jihomoravský;0.03;Czechia
Holubice;25265;Středočeský;0.03;Czechia
Holubov;38203;Jihočeský;0.03;Czechia
Homole;37001;Jihočeský;0.03;Czechia
Homole u Panny;40002;Ústecký;0.03;Czechia
Honbice;53862;Pardubický;0.03;Czechia
Honětice;76813;Zlínský;0.03;Czechia
Honezovice;33301;Plzeňský;0.03;Czechia
Hora Svatého Šebestiána;43182;Ústecký;0.03;Czechia
Horka;53851;Pardubický;0.03;Czechia
Horka I;28601;Středočeský;0.03;Czechia
Horka II;28522;Středočeský;0.03;Czechia
Horka nad Moravou;78335;Olomoucký;0.03;Czechia
Horka u Staré Paky;51234;Liberecký;0.03;Czechia
Horky;28601;Středočeský;0.03;Czechia
Horky;57001;Pardubický;0.03;Czechia
Horky nad Jizerou;29473;Středočeský;0.03;Czechia
Horní Bečva;75657;Zlínský;0.03;Czechia
Horní Bělá;33152;Plzeňský;0.03;Czechia
Horní Beřkovice;41185;Ústecký;0.03;Czechia
Horní Bezděkov;27351;Středočeský;0.03;Czechia
Horní Bludovice;73937;Moravskoslezský;0.03;Czechia
Horní Bojanovice;69301;Jihomoravský;0.03;Czechia
Horní Bradlo;53953;Pardubický;0.03;Czechia
Horní Branná;51236;Liberecký;0.03;Czechia
Horní Brusnice;54474;Královéhradecký;0.03;Czechia
Šumná;67102;Jihomoravský;0.03;Czechia
Horní Bukovina;29501;Středočeský;0.03;Czechia
Horní Čermná;56156;Pardubický;0.03;Czechia
Horní Domaslavice;73951;Moravskoslezský;0.03;Czechia
Horní Dubňany;67173;Jihomoravský;0.03;Czechia
Horní Dunajovice;67134;Jihomoravský;0.03;Czechia
Horní Dvořiště;38293;Jihočeský;0.03;Czechia
Horní Habartice;40502;Ústecký;0.03;Czechia
Horní Heřmanice;56133;Pardubický;0.03;Czechia
Horní Kalná;54371;Královéhradecký;0.03;Czechia
Horní Kamenice;34562;Plzeňský;0.03;Czechia
Horní Kněžeklady;37501;Jihočeský;0.03;Czechia
Horní Kounice;67140;Jihomoravský;0.03;Czechia
Horní Kozolupy;34952;Plzeňský;0.03;Czechia
Horní Kruty;28146;Středočeský;0.03;Czechia
Horní Lapač;76901;Zlínský;0.03;Czechia
Horní Lhota;76323;Zlínský;0.03;Czechia
Horní Libchava;47111;Liberecký;0.03;Czechia
Horní Lideč;75612;Zlínský;0.03;Czechia
Horní Loděnice;78305;Olomoucký;0.03;Czechia
Horní Lomná;73991;Moravskoslezský;0.03;Czechia
Horní Loučky;59455;Jihomoravský;0.03;Czechia
Horní Lukavice;33401;Plzeňský;0.03;Czechia
Horní Maršov;54226;Královéhradecký;0.03;Czechia
Horní Město;79344;Moravskoslezský;0.03;Czechia
Horní Meziříčko;37853;Jihočeský;0.03;Czechia
Horní Moštěnice;75117;Olomoucký;0.03;Czechia
Horní Němčí;68764;Zlínský;0.03;Czechia
Horní Němčice;37853;Jihočeský;0.03;Czechia
Horní Nětčice;75354;Olomoucký;0.03;Czechia
Horní Olešnice;54371;Královéhradecký;0.03;Czechia
Horní Pěna;37831;Jihočeský;0.03;Czechia
Horní Počaply;27703;Středočeský;0.03;Czechia
Horní Podluží;40757;Ústecký;0.03;Czechia
Horní Police;47106;Liberecký;0.03;Czechia
Horní Poříčí;67962;Jihomoravský;0.03;Czechia
Horní Poříčí;38601;Jihočeský;0.03;Czechia
Horní Radechová;54946;Královéhradecký;0.03;Czechia
Horní Řasnice;46401;Liberecký;0.03;Czechia
Horní Ředice;53375;Pardubický;0.03;Czechia
Horní Řepčice;41145;Ústecký;0.03;Czechia
Horní Slatina;38001;Jihočeský;0.03;Czechia
Horní Slivno;29479;Středočeský;0.03;Czechia
Horní Smržov;67961;Jihomoravský;0.03;Czechia
Horní Stropnice;37335;Jihočeský;0.03;Czechia
Horní Studénky;78901;Olomoucký;0.03;Czechia
Horní Suchá;73535;Moravskoslezský;0.03;Czechia
Horní Štěpánov;79847;Olomoucký;0.03;Czechia
Horní Těšice;75353;Olomoucký;0.03;Czechia
Horní Tošanovice;73953;Moravskoslezský;0.03;Czechia
Horní Třešňovec;56301;Pardubický;0.03;Czechia
Horní Újezd;57001;Pardubický;0.03;Czechia
Horní Újezd;75353;Olomoucký;0.03;Czechia
Horní Věstonice;69181;Jihomoravský;0.03;Czechia
Horní Vltavice;38491;Jihočeský;0.03;Czechia
Horní Životice;79312;Moravskoslezský;0.03;Czechia
Hornosín;38742;Jihočeský;0.03;Czechia
Horoměřice;25262;Středočeský;0.03;Czechia
Horosedly;39804;Jihočeský;0.03;Czechia
Horoušany;25082;Středočeský;0.03;Czechia
Horská Kvilda;38501;Plzeňský;0.03;Czechia
Horšice;33455;Plzeňský;0.03;Czechia
Hory;36001;Karlovarský;0.03;Czechia
Hořany;28914;Středočeský;0.03;Czechia
Hořátev;28913;Středočeský;0.03;Czechia
Hořenice;55101;Královéhradecký;0.03;Czechia
Hořesedly;27004;Středočeský;0.03;Czechia
Hořešovice;27374;Středočeský;0.03;Czechia
Hořešovičky;27374;Středočeský;0.03;Czechia
Hořičky;55205;Královéhradecký;0.03;Czechia
Hořín;27601;Středočeský;0.03;Czechia
Hořiněves;50306;Královéhradecký;0.03;Czechia
Hořovičky;27004;Středočeský;0.03;Czechia
Hoslovice;38719;Jihočeský;0.03;Czechia
Hospozín;27322;Středočeský;0.03;Czechia
Hospříz;37701;Jihočeský;0.03;Czechia
Hostašovice;74101;Moravskoslezský;0.03;Czechia
Hostějov;68741;Zlínský;0.03;Czechia
Hostěnice;66404;Jihomoravský;0.03;Czechia
Hostěradice;67171;Jihomoravský;0.03;Czechia
Hostěrádky-Rešov;68352;Jihomoravský;0.03;Czechia
Hostětín;68771;Zlínský;0.03;Czechia
Hostim;67154;Jihomoravský;0.03;Czechia
Hostín;27732;Středočeský;0.03;Czechia
Hostín u Vojkovic;27744;Středočeský;0.03;Czechia
Hostišová;76301;Zlínský;0.03;Czechia
Hostouň;27353;Středočeský;0.03;Czechia
Hostovlice;28562;Středočeský;0.03;Czechia
Hosty;37501;Jihočeský;0.03;Czechia
Hošťálková;75622;Zlínský;0.03;Czechia
Hošťálkovy;79401;Moravskoslezský;0.03;Czechia
Hošťalovice;53803;Pardubický;0.03;Czechia
Hoštejn;78901;Olomoucký;0.03;Czechia
Hoštice;38701;Jihočeský;0.03;Czechia
Hoštice-Heroltice;68201;Jihomoravský;0.03;Czechia
Hošťka;34806;Plzeňský;0.03;Czechia
Hovězí;75601;Zlínský;0.03;Czechia
Hovorany;69612;Jihomoravský;0.03;Czechia
Hovorčovice;25064;Středočeský;0.03;Czechia
Hraběšice;78815;Olomoucký;0.03;Czechia
Hraběšín;28601;Středočeský;0.03;Czechia
Hrabětice;67168;Jihomoravský;0.03;Czechia
Hrabišín;78804;Olomoucký;0.03;Czechia
Hrabová;78901;Olomoucký;0.03;Czechia
Hrabůvka;75301;Olomoucký;0.03;Czechia
Hrabyně;74763;Moravskoslezský;0.03;Czechia
Hracholusky;38301;Jihočeský;0.03;Czechia
Hradce;37001;Jihočeský;0.03;Czechia
Hradčany;28905;Středočeský;0.03;Czechia
Hradčany;75111;Olomoucký;0.03;Czechia
Hradčany;66603;Jihomoravský;0.03;Czechia
Hradčovice;68733;Zlínský;0.03;Czechia
Hradec;33211;Plzeňský;0.03;Czechia
Hradec nad Svitavou;56901;Pardubický;0.03;Czechia
Hradec-Nová Ves;79084;Olomoucký;0.03;Czechia
Hradečno;27304;Středočeský;0.03;Czechia
Hrádek;34201;Plzeňský;0.03;Czechia
Hrádek;67127;Jihomoravský;0.03;Czechia
Hrádek;73997;Moravskoslezský;0.03;Czechia
Hrádek;56201;Pardubický;0.03;Czechia
Hrádek;50315;Královéhradecký;0.03;Czechia
Hradešín;28201;Středočeský;0.03;Czechia
Hradiště;25801;Středočeský;0.03;Czechia
Hradiště;34543;Plzeňský;0.03;Czechia
Hradiště;33544;Plzeňský;0.03;Czechia
Hradištko;25209;Středočeský;0.03;Czechia
Hranice;37401;Jihočeský;0.03;Czechia
Hraničné Petrovice;78306;Olomoucký;0.03;Czechia
Hrazany;39901;Jihočeský;0.03;Czechia
Hrčava;73998;Moravskoslezský;0.03;Czechia
Hrdějovice;37361;Jihočeský;0.03;Czechia
Hrdibořice;79812;Olomoucký;0.03;Czechia
Hrdlív;27306;Středočeský;0.03;Czechia
Hrdlořezy;29307;Středočeský;0.03;Czechia
Hrejkovice;39859;Jihočeský;0.03;Czechia
Hrobce;41183;Ústecký;0.03;Czechia
Hrobčice;41757;Ústecký;0.03;Czechia
Hrobice;76315;Zlínský;0.03;Czechia
Hrobice;53352;Pardubický;0.03;Czechia
Hromnice;33011;Plzeňský;0.03;Czechia
Hroubovice;53854;Pardubický;0.03;Czechia
Hroznová Lhota;69663;Jihomoravský;0.03;Czechia
Hrubá Skála;51101;Liberecký;0.03;Czechia
Hrubá Vrbka;69673;Jihomoravský;0.03;Czechia
Hrubčice;79821;Olomoucký;0.03;Czechia
Hrubý Jeseník;28932;Středočeský;0.03;Czechia
Hrusice;25166;Středočeský;0.03;Czechia
Hruška;79827;Olomoucký;0.03;Czechia
Hrušky;68352;Jihomoravský;0.03;Czechia
Hrušky;69156;Jihomoravský;0.03;Czechia
Hrušov;29473;Středočeský;0.03;Czechia
Hrušová;56555;Pardubický;0.03;Czechia
Hrušovany;43143;Ústecký;0.03;Czechia
Hrušovany u Brna;66462;Jihomoravský;0.03;Czechia
Hřebeč;27345;Středočeský;0.03;Czechia
Hřebečníky;27041;Středočeský;0.03;Czechia
Hředle;26751;Středočeský;0.03;Czechia
Hředle;27008;Středočeský;0.03;Czechia
Hřensko;40717;Ústecký;0.03;Czechia
Hřibiny-Ledská;51741;Královéhradecký;0.03;Czechia
Hřibojedy;54401;Královéhradecký;0.03;Czechia
Hřiměždice;26214;Středočeský;0.03;Czechia
Hříšice;38001;Jihočeský;0.03;Czechia
Hříškov;43904;Ústecký;0.03;Czechia
Hřivice;43965;Ústecký;0.03;Czechia
Hřivínův Újezd;76307;Zlínský;0.03;Czechia
Hudčice;26272;Středočeský;0.03;Czechia
Hudlice;26703;Středočeský;0.03;Czechia
Hukvaldy;73946;Moravskoslezský;0.03;Czechia
Hulice;25763;Středočeský;0.03;Czechia
Humburky;50401;Královéhradecký;0.03;Czechia
Huntířov;40502;Ústecký;0.03;Czechia
Hůrky;33701;Plzeňský;0.03;Czechia
Hůry;37371;Jihočeský;0.03;Czechia
Hůry;37371;Jihočeský;0.03;Czechia
Husinec;25068;Středočeský;0.03;Czechia
Huslenky;75602;Zlínský;0.03;Czechia
Huštěnovice;68703;Zlínský;0.03;Czechia
Hutisko-Solanec;75662;Zlínský;0.03;Czechia
Huzová;79351;Olomoucký;0.03;Czechia
Hvězdonice;25724;Středočeský;0.03;Czechia
Hvozd;33101;Plzeňský;0.03;Czechia
Hvozd;79855;Olomoucký;0.03;Czechia
Hvozdec;37372;Jihočeský;0.03;Czechia
Hvozdec;66471;Jihomoravský;0.03;Czechia
Hvozdec;26762;Středočeský;0.03;Czechia
Hvozdná;76310;Zlínský;0.03;Czechia
Hvozdnice;25205;Středočeský;0.03;Czechia
Hvozdnice;50327;Královéhradecký;0.03;Czechia
Hvožďany;26244;Středočeský;0.03;Czechia
Hynčina;78901;Olomoucký;0.03;Czechia
Hýskov;26706;Středočeský;0.03;Czechia
Ivaň;79823;Olomoucký;0.03;Czechia
Ivaň;69123;Jihomoravský;0.03;Czechia
Jabkenice;29445;Středočeský;0.03;Czechia
Jabloňany;67901;Jihomoravský;0.03;Czechia
Jablonná;26263;Středočeský;0.03;Czechia
Jablůnka;75623;Zlínský;0.03;Czechia
Jakartovice;74753;Moravskoslezský;0.03;Czechia
Jakubčovice nad Odrou;74236;Moravskoslezský;0.03;Czechia
Jakubovice;78991;Olomoucký;0.03;Czechia
Jalubí;68705;Zlínský;0.03;Czechia
Jamné nad Orlicí;56165;Pardubický;0.03;Czechia
Jamolice;67201;Jihomoravský;0.03;Czechia
Jankov;37384;Jihočeský;0.03;Czechia
Jankov;25703;Středočeský;0.03;Czechia
Jankovice;68704;Zlínský;0.03;Czechia
Jankovice;76901;Zlínský;0.03;Czechia
Janoušov;78991;Olomoucký;0.03;Czechia
Janov;56955;Pardubický;0.03;Czechia
Janov;40502;Ústecký;0.03;Czechia
Janov;27006;Středočeský;0.03;Czechia
Janov;51801;Královéhradecký;0.03;Czechia
Janov nad Nisou;46811;Liberecký;0.03;Czechia
Janová;75501;Zlínský;0.03;Czechia
Janovice;73911;Moravskoslezský;0.03;Czechia
Janská;40502;Ústecký;0.03;Czechia
Janův Důl;46352;Liberecký;0.03;Czechia
Janůvky;56943;Pardubický;0.03;Czechia
Jarcová;75701;Zlínský;0.03;Czechia
Jarohněvice;76801;Zlínský;0.03;Czechia
Jaroměřice;56944;Pardubický;0.03;Czechia
Jaroslavice;67128;Jihomoravský;0.03;Czechia
Jarošov;56966;Pardubický;0.03;Czechia
Jarošov nad Nežárkou;37841;Jihočeský;0.03;Czechia
Jarov;33501;Plzeňský;0.03;Czechia
Jarov;33151;Plzeňský;0.03;Czechia
Jasenná;76313;Zlínský;0.03;Czechia
Jasenná;55222;Královéhradecký;0.03;Czechia
Javornice;51711;Královéhradecký;0.03;Czechia
Javorník;56802;Pardubický;0.03;Czechia
Trhový Štěpánov;25763;Středočeský;0.03;Czechia
Javorník;69674;Jihomoravský;0.03;Czechia
Javorník;56601;Pardubický;0.03;Czechia
Javůrek;66483;Jihomoravský;0.03;Czechia
Jedlany;39137;Jihočeský;0.03;Czechia
Jedlí;78901;Olomoucký;0.03;Czechia
Jedlová;56991;Pardubický;0.03;Czechia
Jedomělice;27378;Středočeský;0.03;Czechia
Jehnědí;56201;Pardubický;0.03;Czechia
Jemníky;27401;Středočeský;0.03;Czechia
Jenčice;41115;Ústecký;0.03;Czechia
Jeneč;25261;Středočeský;0.03;Czechia
Jeníkov;53901;Pardubický;0.03;Czechia
Jeníkov;41724;Ústecký;0.03;Czechia
Jeníkovice;53501;Pardubický;0.03;Czechia
Jeníkovice;50346;Královéhradecký;0.03;Czechia
Jenišov;36001;Karlovarský;0.03;Czechia
Jenišovice;46833;Liberecký;0.03;Czechia
Jenišovice;53864;Pardubický;0.03;Czechia
Jenštejn;25073;Středočeský;0.03;Czechia
Jeřice;50801;Královéhradecký;0.03;Czechia
Jeřmanice;46312;Liberecký;0.03;Czechia
Jesenec;79853;Olomoucký;0.03;Czechia
Jesenice;26401;Středočeský;0.03;Czechia
Jeseník nad Odrou;74233;Moravskoslezský;0.03;Czechia
Jesenný;51212;Liberecký;0.03;Czechia
Jestřabí;76333;Zlínský;0.03;Czechia
Jestřabí Lhota;28002;Středočeský;0.03;Czechia
Jestřabí v Krkonoších;51401;Liberecký;0.03;Czechia
Jestřebí;78901;Olomoucký;0.03;Czechia
Jestřebí;47161;Liberecký;0.03;Czechia
Jestřebí;54901;Královéhradecký;0.03;Czechia
Jetětice;39848;Jihočeský;0.03;Czechia
Jetřichov;54983;Královéhradecký;0.03;Czechia
Jetřichovice;40716;Ústecký;0.03;Czechia
Jevany;28166;Středočeský;0.03;Czechia
Jevišovka;69183;Jihomoravský;0.03;Czechia
Jezbořice;53002;Pardubický;0.03;Czechia
Jezdkovice;74755;Moravskoslezský;0.03;Czechia
Jezernice;75131;Olomoucký;0.03;Czechia
Jezeřany-Maršovice;67175;Jihomoravský;0.03;Czechia
Ježkovice;68304;Jihomoravský;0.03;Czechia
Ježov;69648;Jihomoravský;0.03;Czechia
Ježovy;34012;Plzeňský;0.03;Czechia
Jickovice;39901;Jihočeský;0.03;Czechia
Jičíněves;50731;Královéhradecký;0.03;Czechia
Jíkev;28932;Středočeský;0.03;Czechia
Jilem;37853;Jihočeský;0.03;Czechia
Jílové u Držkova;46822;Liberecký;0.03;Czechia
Jílovice;37332;Jihočeský;0.03;Czechia
Jílovice;51772;Královéhradecký;0.03;Czechia
Jíloviště;25202;Středočeský;0.03;Czechia
Jimlín;44001;Ústecký;0.03;Czechia
Jinačovice;66434;Jihomoravský;0.03;Czechia
Jindřichov;78823;Olomoucký;0.03;Czechia
Jindřichov;79383;Moravskoslezský;0.03;Czechia
Jindřichov;75301;Olomoucký;0.03;Czechia
Jindřichovice;35801;Karlovarský;0.03;Czechia
Jindřichovice pod Smrkem;46365;Liberecký;0.03;Czechia
Jinín;38601;Jihočeský;0.03;Czechia
Jinočany;25225;Středočeský;0.03;Czechia
Jinolice;50601;Královéhradecký;0.03;Czechia
Jirny;25090;Středočeský;0.03;Czechia
